tick,population,avg_energy,avg_cell_count,avg_code_count,avg_freshness,max_generation,eat_ratio,digest_ratio,refresh_ratio,divide_ratio,total_instructions
0,20,112.50,10.50,6.50,255.00,0,0.000000,0.000000,0.000000,0.000000,0
1000,8,122.38,13.12,8.38,185.38,17,0.150912,0.148955,0.141560,0.098012,25558
2000,8,122.38,13.12,8.38,183.38,25,0.146226,0.145228,0.137617,0.103223,24045
3000,8,122.38,13.12,8.38,183.38,33,0.145255,0.144800,0.136987,0.104621,24192
4000,8,122.38,13.12,8.38,183.38,41,0.145533,0.145368,0.136994,0.104653,24242
5000,8,122.38,13.12,8.38,183.38,49,0.145771,0.145523,0.108905,0.104487,24223
6000,8,122.38,13.12,8.38,184.38,57,0.145350,0.145350,0.104258,0.104959,24238
7000,8,122.38,13.12,8.38,183.38,65,0.145638,0.145514,0.103885,0.104672,24142
8000,8,122.38,13.12,8.38,183.38,73,0.145735,0.145447,0.104285,0.104697,24270
9000,8,122.38,13.12,8.38,183.38,81,0.145670,0.146041,0.104186,0.104227,24274
10000,8,122.38,13.12,8.38,183.38,89,0.145747,0.145458,0.104058,0.104264,24275
11000,8,122.38,13.12,8.38,183.38,97,0.145316,0.145110,0.104240,0.104694,24223
12000,8,122.38,13.12,8.38,183.38,105,0.145729,0.145277,0.103881,0.104785,24326
13000,8,122.38,13.12,8.38,183.38,113,0.145482,0.145482,0.103703,0.104570,24223
14000,8,122.38,13.12,8.38,183.38,121,0.145647,0.145440,0.104240,0.104735,24223
15000,8,122.38,13.12,8.38,183.38,129,0.145688,0.145440,0.104075,0.104818,24223
16000,8,122.38,13.12,8.38,183.38,137,0.145529,0.145406,0.104532,0.104326,24270
17000,9,120.11,13.22,8.44,185.78,145,0.145802,0.145224,0.104621,0.103961,24259
18000,8,122.38,13.12,8.38,183.38,153,0.146074,0.145326,0.105318,0.102908,24070
19000,9,109.11,13.22,8.44,164.44,159,0.145967,0.145184,0.105270,0.103455,24252
20000,7,139.86,13.00,8.29,148.71,167,0.145716,0.145302,0.104533,0.104284,24136
21000,8,122.38,13.12,8.38,139.38,175,0.145530,0.145242,0.098857,0.104819,24318
22000,8,122.38,13.12,8.38,140.38,186,0.145983,0.145405,0.097556,0.104987,24222
23000,9,109.11,13.22,8.44,150.67,198,0.145627,0.144557,0.096097,0.103755,24288
